<Date>, <Time>, <Open>, <High>, <Low>, <Close>, <Volume>
2017/11/7,11:20:00,14060,14065,14045,14060,5632
2017/11/7,11:25:00,14060,14060,13965,13975,23838
2017/11/7,11:30:00,13980,13980,13940,13960,21356
2017/11/7,13:35:00,13960,13990,13945,13980,11656
2017/11/7,13:40:00,13975,13990,13925,13935,11780
2017/11/7,13:45:00,13935,13940,13880,13895,26232
2017/11/7,13:50:00,13890,13895,13860,13885,19144
2017/11/7,13:55:00,13890,13910,13885,13905,8496
2017/11/7,14:00:00,13905,13910,13865,13895,11626
2017/11/7,14:05:00,13895,13930,13890,13925,13614
2017/11/7,14:10:00,13930,13935,13915,13925,4814
2017/11/7,14:15:00,13925,13930,13905,13915,5388
2017/11/7,14:20:00,13910,13930,13910,13925,3466
2017/11/7,14:25:00,13930,13965,13920,13950,7694
2017/11/7,14:30:00,13955,13965,13945,13960,6696
2017/11/7,14:35:00,13955,13960,13945,13945,5140
2017/11/7,14:40:00,13945,13980,13945,13980,7756
2017/11/7,14:45:00,13975,13980,13965,13970,6022
2017/11/7,14:50:00,13970,13975,13950,13975,5188
2017/11/7,14:55:00,13970,14015,13965,13985,11600
2017/11/7,15:00:00,13985,14000,13970,13990,10844
2017/11/7,21:05:00,13940,13965,13920,13960,17230
2017/11/7,21:10:00,13955,13965,13930,13930,8380
2017/11/7,21:15:00,13935,13950,13910,13935,9518
2017/11/7,21:20:00,13940,13950,13925,13945,4592
2017/11/7,21:25:00,13945,13960,13940,13945,3888
2017/11/7,21:30:00,13950,13950,13930,13940,3578
2017/11/7,21:35:00,13940,13945,13915,13940,6638
2017/11/7,21:40:00,13945,13950,13940,13945,3330
2017/11/7,21:45:00,13945,13950,13930,13940,2762
2017/11/7,21:50:00,13940,13950,13920,13925,3986
2017/11/7,21:55:00,13920,13925,13840,13890,22990
2017/11/7,22:00:00,13890,13905,13880,13890,6882
2017/11/7,22:05:00,13895,13915,13890,13900,7284
2017/11/7,22:10:00,13900,13905,13890,13900,3660
2017/11/7,22:15:00,13905,13905,13875,13885,2854
2017/11/7,22:20:00,13885,13900,13880,13895,2730
2017/11/7,22:25:00,13890,13905,13890,13900,1798
2017/11/7,22:30:00,13900,13900,13875,13880,2904
2017/11/7,22:35:00,13880,13910,13870,13905,5906
2017/11/7,22:40:00,13905,13915,13900,13905,4170
2017/11/7,22:45:00,13905,13940,13900,13920,7332
2017/11/7,22:50:00,13920,13930,13905,13925,4284
2017/11/7,22:55:00,13925,13930,13910,13915,2794
2017/11/7,23:00:00,13915,13925,13900,13915,5088
2017/11/8,09:05:00,13885,13925,13845,13860,15524
2017/11/8,09:10:00,13855,13875,13830,13870,15594
2017/11/8,09:15:00,13870,13890,13865,13880,5420
2017/11/8,09:20:00,13875,13905,13865,13890,5934
2017/11/8,09:25:00,13895,13895,13875,13885,3172
2017/11/8,09:30:00,13885,13895,13880,13880,2292
2017/11/8,09:35:00,13880,13890,13855,13880,7370
2017/11/8,09:40:00,13880,13920,13865,13905,7186
2017/11/8,09:45:00,13905,13910,13895,13910,3558
2017/11/8,09:50:00,13910,13910,13895,13900,2584
2017/11/8,09:55:00,13900,13930,13900,13930,6146
2017/11/8,10:00:00,13930,13930,13895,13905,5640
2017/11/8,10:05:00,13905,13950,13905,13935,7414
2017/11/8,10:10:00,13935,13945,13920,13930,4092
2017/11/8,10:15:00,13925,13980,13925,13970,9106
2017/11/8,10:35:00,13965,13990,13960,13965,8626
2017/11/8,10:40:00,13960,13975,13960,13970,3726
2017/11/8,10:45:00,13970,13975,13950,13970,3952
2017/11/8,10:50:00,13975,14005,13970,13995,13014
2017/11/8,10:55:00,13990,14000,13975,13975,4400
2017/11/8,11:00:00,13975,13990,13955,13960,5210
2017/11/8,11:05:00,13965,13965,13935,13945,5504
2017/11/8,11:10:00,13940,13960,13940,13955,3008
2017/11/8,11:15:00,13950,13970,13945,13955,4832
2017/11/8,11:20:00,13960,13975,13945,13950,4188
2017/11/8,11:25:00,13950,13960,13930,13935,5054
2017/11/8,11:30:00,13935,13975,13935,13970,5388
2017/11/8,13:35:00,13970,14010,13965,13965,12222
2017/11/8,13:40:00,13965,13970,13935,13950,7886
2017/11/8,13:45:00,13950,13970,13950,13955,3128
2017/11/8,13:50:00,13960,14010,13950,13980,11466
2017/11/8,13:55:00,13985,13985,13965,13970,5156
2017/11/8,14:00:00,13970,13975,13950,13950,4476
2017/11/8,14:05:00,13955,13975,13955,13970,2722
2017/11/8,14:10:00,13965,13975,13945,13945,3838
2017/11/8,14:15:00,13940,13955,13905,13905,10122
2017/11/8,14:20:00,13910,13915,13895,13915,9656
2017/11/8,14:25:00,13915,13935,13910,13925,4630
2017/11/8,14:30:00,13920,13935,13905,13915,4432
2017/11/8,14:35:00,13910,13935,13900,13925,4668
2017/11/8,14:40:00,13925,13940,13920,13930,5212
2017/11/8,14:45:00,13930,13935,13920,13925,2916
2017/11/8,14:50:00,13925,13935,13905,13915,5108
2017/11/8,14:55:00,13915,13915,13850,13860,19774
2017/11/8,15:00:00,13860,13870,13765,13820,36722
2017/11/8,21:05:00,13840,13850,13820,13845,15950
2017/11/8,21:10:00,13845,13850,13810,13825,7564
2017/11/8,21:15:00,13820,13850,13815,13840,6174
2017/11/8,21:20:00,13840,13865,13840,13865,7154
2017/11/8,21:25:00,13860,13875,13860,13865,7480
2017/11/8,21:30:00,13860,13870,13850,13865,4926
2017/11/8,21:35:00,13860,13865,13845,13860,4522
2017/11/8,21:40:00,13860,13880,13860,13880,4604
2017/11/8,21:45:00,13880,13890,13870,13885,5962
2017/11/8,21:50:00,13890,13890,13870,13875,4186
2017/11/8,21:55:00,13870,13875,13850,13860,5500
2017/11/8,22:00:00,13860,13865,13855,13860,3544
2017/11/8,22:05:00,13860,13870,13855,13870,2518
2017/11/8,22:10:00,13865,13875,13865,13875,2582
2017/11/8,22:15:00,13870,13890,13870,13875,5032
2017/11/8,22:20:00,13875,13910,13870,13905,6876
2017/11/8,22:25:00,13905,13970,13900,13965,18798
2017/11/8,22:30:00,13965,13970,13935,13935,12024
2017/11/8,22:35:00,13935,13945,13925,13930,5570
2017/11/8,22:40:00,13925,13945,13925,13940,3892
2017/11/8,22:45:00,13940,13955,13935,13935,3104
2017/11/8,22:50:00,13935,13940,13925,13925,3246
2017/11/8,22:55:00,13925,13955,13925,13950,4368
2017/11/8,23:00:00,13945,14030,13945,14010,21782
2017/11/9,09:05:00,14010,14065,13975,14040,25456
2017/11/9,09:10:00,14040,14110,14040,14105,19948
2017/11/9,09:15:00,14100,14115,14075,14105,13158
2017/11/9,09:20:00,14100,14130,14085,14085,12686
2017/11/9,09:25:00,14085,14100,14075,14080,7266
2017/11/9,09:30:00,14080,14120,14080,14120,6750
2017/11/9,09:35:00,14125,14125,14085,14090,8982
2017/11/9,09:40:00,14090,14105,14080,14095,5166
2017/11/9,09:45:00,14090,14110,14090,14095,5620
2017/11/9,09:50:00,14095,14100,14055,14065,9876
2017/11/9,09:55:00,14070,14090,14065,14085,4614
2017/11/9,10:00:00,14085,14095,14070,14085,4648
2017/11/9,10:05:00,14090,14095,14040,14065,9258
2017/11/9,10:10:00,14065,14095,14060,14090,6490
2017/11/9,10:15:00,14090,14090,14080,14085,2848
2017/11/9,10:35:00,14080,14105,14075,14085,6648
2017/11/9,10:40:00,14085,14150,14080,14135,13272
2017/11/9,10:45:00,14140,14145,14120,14130,6838
2017/11/9,10:50:00,14130,14130,14080,14080,9298
2017/11/9,10:55:00,14085,14095,14000,14000,15592
2017/11/9,11:00:00,14005,14020,13970,13975,25390
2017/11/9,11:05:00,13975,13995,13965,13980,11482
2017/11/9,11:10:00,13980,13980,13880,13880,25374
2017/11/9,11:15:00,13885,13920,13880,13910,15144
2017/11/9,11:20:00,13910,13930,13895,13915,8958
2017/11/9,11:25:00,13915,13915,13840,13865,19464
2017/11/9,11:30:00,13860,13880,13830,13840,15864
2017/11/9,13:35:00,13815,13840,13785,13820,25726
2017/11/9,13:40:00,13820,13855,13815,13845,8006
2017/11/9,13:45:00,13845,13865,13840,13855,6750
2017/11/9,13:50:00,13860,13885,13855,13865,7062
2017/11/9,13:55:00,13865,13870,13840,13840,4596
2017/11/9,14:00:00,13840,13855,13825,13845,7196
2017/11/9,14:05:00,13850,13870,13840,13855,5940
2017/11/9,14:10:00,13855,13855,13835,13835,6196
2017/11/9,14:15:00,13835,13850,13815,13840,9200
2017/11/9,14:20:00,13845,13845,13815,13835,5242
2017/11/9,14:25:00,13830,13860,13825,13830,5764
2017/11/9,14:30:00,13830,13830,13730,13735,35198
2017/11/9,14:35:00,13740,13790,13725,13780,15422
2017/11/9,14:40:00,13780,13805,13770,13790,7016
2017/11/9,14:45:00,13790,13800,13770,13790,5076
2017/11/9,14:50:00,13790,13805,13775,13785,5172
2017/11/9,14:55:00,13790,13805,13760,13800,8254
2017/11/9,15:00:00,13795,13825,13795,13805,14030
2017/11/9,21:05:00,13760,13810,13755,13805,12760
2017/11/9,21:10:00,13800,13845,13800,13840,9242
2017/11/9,21:15:00,13835,13865,13825,13855,9332
2017/11/9,21:20:00,13855,13860,13840,13850,5306
2017/11/9,21:25:00,13850,13860,13840,13850,2896
2017/11/9,21:30:00,13850,13875,13845,13860,5626
2017/11/9,21:35:00,13865,13875,13845,13850,4024
2017/11/9,21:40:00,13850,13855,13830,13845,5974
2017/11/9,21:45:00,13845,13860,13835,13850,3766
2017/11/9,21:50:00,13855,13855,13785,13800,13022
2017/11/9,21:55:00,13800,13825,13780,13815,9688
2017/11/9,22:00:00,13815,13850,13810,13845,5628
2017/11/9,22:05:00,13845,13860,13840,13845,4960
2017/11/9,22:10:00,13845,13855,13835,13845,2858
2017/11/9,22:15:00,13845,13850,13835,13845,2632
2017/11/9,22:20:00,13840,13865,13815,13865,6176
2017/11/9,22:25:00,13860,13865,13845,13845,2516
2017/11/9,22:30:00,13845,13850,13820,13825,4620
2017/11/9,22:35:00,13825,13840,13810,13820,5106
2017/11/9,22:40:00,13825,13920,13825,13890,13108
2017/11/9,22:45:00,13895,13910,13875,13890,7820
2017/11/9,22:50:00,13885,13905,13885,13900,4606
2017/11/9,22:55:00,13895,13900,13845,13850,6748
2017/11/9,23:00:00,13855,13885,13845,13880,7618
2017/11/10,09:05:00,13880,13895,13855,13880,8340
2017/11/10,09:10:00,13880,13915,13880,13895,7856
2017/11/10,09:15:00,13895,13930,13880,13920,6884
2017/11/10,09:20:00,13920,13945,13915,13935,10560
2017/11/10,09:25:00,13935,13945,13910,13915,6854
2017/11/10,09:30:00,13915,13925,13900,13905,4100
2017/11/10,09:35:00,13905,13920,13895,13910,3856
2017/11/10,09:40:00,13910,13910,13875,13880,4612
2017/11/10,09:45:00,13885,13900,13815,13825,10158
2017/11/10,09:50:00,13820,13850,13820,13830,9332
2017/11/10,09:55:00,13830,13885,13820,13860,9026
2017/11/10,10:00:00,13865,13880,13860,13865,2530
2017/11/10,10:05:00,13865,13875,13855,13860,2540
2017/11/10,10:10:00,13855,13875,13830,13835,3672
2017/11/10,10:15:00,13835,13870,13835,13870,4142
2017/11/10,10:35:00,13865,13875,13840,13845,3546
2017/11/10,10:40:00,13840,13860,13840,13860,2250
2017/11/10,10:45:00,13855,13870,13830,13835,5274
2017/11/10,10:50:00,13830,13850,13805,13805,5550
2017/11/10,10:55:00,13805,13850,13800,13845,6812
2017/11/10,11:00:00,13845,13855,13835,13840,2312
2017/11/10,11:05:00,13835,13870,13835,13860,4298
2017/11/10,11:10:00,13865,13865,13835,13840,2506
2017/11/10,11:15:00,13840,13895,13835,13870,7156
2017/11/10,11:20:00,13875,13880,13865,13870,2908
2017/11/10,11:25:00,13865,13885,13860,13875,3482
2017/11/10,11:30:00,13880,13885,13845,13885,4662
2017/11/10,13:35:00,13880,13920,13875,13905,9206
2017/11/10,13:40:00,13905,13910,13880,13895,5202
2017/11/10,13:45:00,13900,13920,13895,13910,4402
2017/11/10,13:50:00,13915,13920,13895,13895,2852
2017/11/10,13:55:00,13895,13910,13890,13895,3302
2017/11/10,14:00:00,13900,13910,13870,13880,5070
2017/11/10,14:05:00,13880,13885,13865,13870,5614
2017/11/10,14:10:00,13865,13880,13860,13880,3148
2017/11/10,14:15:00,13880,13880,13865,13875,2260
2017/11/10,14:20:00,13875,13875,13830,13865,10682
2017/11/10,14:25:00,13865,13885,13855,13870,5574
2017/11/10,14:30:00,13870,13880,13855,13880,3680
2017/11/10,14:35:00,13875,13895,13870,13870,6162
2017/11/10,14:40:00,13875,13875,13850,13865,6948
2017/11/10,14:45:00,13860,13870,13850,13860,3236
2017/11/10,14:50:00,13860,13860,13845,13850,6336
2017/11/10,14:55:00,13850,13860,13820,13845,11668
2017/11/10,15:00:00,13845,13870,13835,13855,10300
2017/11/10,21:05:00,13865,14010,13840,13985,22942
2017/11/10,21:10:00,13990,14035,13960,13980,23220
2017/11/10,21:15:00,13980,13990,13845,13890,25184
2017/11/10,21:20:00,13895,13905,13880,13895,7544
2017/11/10,21:25:00,13895,13900,13875,13890,7496
2017/11/10,21:30:00,13895,13900,13875,13890,2696
2017/11/10,21:35:00,13885,13915,13880,13910,4804
2017/11/10,21:40:00,13910,13915,13895,13900,4078
2017/11/10,21:45:00,13900,13910,13830,13870,17512
2017/11/10,21:50:00,13870,13890,13860,13875,4778
2017/11/10,21:55:00,13870,13875,13860,13865,2972
2017/11/10,22:00:00,13865,13875,13855,13870,3616
2017/11/10,22:05:00,13870,13875,13840,13840,4742
2017/11/10,22:10:00,13840,13855,13775,13805,17092
2017/11/10,22:15:00,13800,13825,13760,13815,9834
2017/11/10,22:20:00,13815,13840,13805,13815,6182
2017/11/10,22:25:00,13815,13835,13810,13830,2754
2017/11/10,22:30:00,13830,13880,13820,13850,8078
2017/11/10,22:35:00,13855,13860,13845,13845,2218
2017/11/10,22:40:00,13850,13855,13845,13845,1452
2017/11/10,22:45:00,13845,13870,13830,13860,4750
2017/11/10,22:50:00,13855,13865,13850,13855,2266
2017/11/10,22:55:00,13855,13875,13850,13870,3256
2017/11/10,23:00:00,13865,13875,13850,13860,6266
2017/11/13,09:05:00,13860,13915,13815,13910,17434
2017/11/13,09:10:00,13915,13955,13915,13935,15476
2017/11/13,09:15:00,13935,13960,13905,13920,11192
2017/11/13,09:20:00,13920,13960,13920,13945,9698
2017/11/13,09:25:00,13950,13995,13930,13990,13644
2017/11/13,09:30:00,13990,13990,13945,13950,10490
2017/11/13,09:35:00,13950,14000,13945,13995,10364
2017/11/13,09:40:00,13990,14100,13990,14070,33932
2017/11/13,09:45:00,14070,14085,14035,14055,11930
2017/11/13,09:50:00,14060,14080,14040,14075,7466
2017/11/13,09:55:00,14075,14120,14075,14105,18404
2017/11/13,10:00:00,14100,14170,14080,14155,25536
2017/11/13,10:05:00,14145,14180,14105,14170,17264
2017/11/13,10:10:00,14175,14210,14145,14165,18690
2017/11/13,10:15:00,14165,14170,14130,14150,10130
2017/11/13,10:35:00,14150,14160,14125,14130,6908
2017/11/13,10:40:00,14125,14140,14120,14140,4998
2017/11/13,10:45:00,14140,14180,14135,14155,8386
2017/11/13,10:50:00,14160,14170,14140,14145,5730
2017/11/13,10:55:00,14145,14165,14145,14155,4472
2017/11/13,11:00:00,14155,14175,14140,14160,5530
2017/11/13,11:05:00,14160,14215,14155,14215,17018
2017/11/13,11:10:00,14220,14250,14190,14195,22410
2017/11/13,11:15:00,14195,14205,14155,14175,9862
2017/11/13,11:20:00,14180,14205,14175,14195,7960
2017/11/13,11:25:00,14200,14205,14160,14175,7386
2017/11/13,11:30:00,14180,14185,14145,14170,10426
2017/11/13,13:35:00,14170,14170,14095,14100,16576
2017/11/13,13:40:00,14095,14110,14075,14100,12656
2017/11/13,13:45:00,14100,14115,14085,14100,6416
2017/11/13,13:50:00,14100,14120,14090,14105,5408
2017/11/13,13:55:00,14110,14115,14095,14115,5024
2017/11/13,14:00:00,14115,14120,14095,14115,3922
2017/11/13,14:05:00,14120,14130,14110,14115,3658
2017/11/13,14:10:00,14120,14120,14105,14110,2158
2017/11/13,14:15:00,14115,14115,14075,14090,7722
2017/11/13,14:20:00,14095,14160,14090,14155,10776
2017/11/13,14:25:00,14150,14160,14140,14140,4268
2017/11/13,14:30:00,14145,14160,14140,14160,3154
2017/11/13,14:35:00,14155,14170,14140,14160,4762
2017/11/13,14:40:00,14160,14180,14160,14175,6270
2017/11/13,14:45:00,14175,14175,14150,14170,5238
2017/11/13,14:50:00,14170,14170,14150,14155,5568
2017/11/13,14:55:00,14155,14155,14120,14125,8888
2017/11/13,15:00:00,14125,14155,14105,14155,13366
2017/11/13,21:05:00,14120,14155,14095,14135,12310
2017/11/13,21:10:00,14140,14145,14110,14135,7020
2017/11/13,21:15:00,14135,14135,14095,14105,7944
2017/11/13,21:20:00,14105,14140,14080,14130,9872
2017/11/13,21:25:00,14130,14165,14125,14135,7386
2017/11/13,21:30:00,14135,14155,14130,14150,3354
2017/11/13,21:35:00,14150,14165,14145,14145,4764
2017/11/13,21:40:00,14145,14160,14135,14145,3408
2017/11/13,21:45:00,14145,14185,14140,14185,8146
2017/11/13,21:50:00,14190,14255,14165,14235,20846
2017/11/13,21:55:00,14235,14240,14210,14225,8816
2017/11/13,22:00:00,14225,14280,14225,14255,18100
2017/11/13,22:05:00,14260,14265,14210,14230,9738
2017/11/13,22:10:00,14230,14250,14225,14250,6192
2017/11/13,22:15:00,14245,14260,14215,14215,9758
2017/11/13,22:20:00,14215,14245,14215,14230,3916
2017/11/13,22:25:00,14235,14265,14230,14255,4446
2017/11/13,22:30:00,14255,14275,14240,14260,5516
2017/11/13,22:35:00,14265,14275,14210,14225,7958
2017/11/13,22:40:00,14225,14240,14215,14225,2704
2017/11/13,22:45:00,14230,14240,14220,14235,2576
2017/11/13,22:50:00,14235,14295,14225,14285,9198
2017/11/13,22:55:00,14285,14295,14255,14285,9812
2017/11/13,23:00:00,14285,14290,14245,14260,10024
2017/11/14,09:05:00,14270,14270,14095,14140,34834
2017/11/14,09:10:00,14140,14155,14125,14145,9004
2017/11/14,09:15:00,14140,14150,14110,14120,8094
2017/11/14,09:20:00,14120,14160,14115,14140,6170
2017/11/14,09:25:00,14140,14140,14120,14130,3938
2017/11/14,09:30:00,14125,14145,14090,14105,10314
2017/11/14,09:35:00,14105,14135,14100,14130,5112
2017/11/14,09:40:00,14130,14140,14120,14135,3228
2017/11/14,09:45:00,14135,14140,14115,14125,2622
2017/11/14,09:50:00,14125,14150,14120,14140,4288
2017/11/14,09:55:00,14135,14165,14135,14155,5510
2017/11/14,10:00:00,14155,14160,14145,14150,2312
2017/11/14,10:05:00,14145,14145,14080,14125,12688
2017/11/14,10:10:00,14120,14135,14115,14120,5154
2017/11/14,10:15:00,14120,14120,14060,14115,14232
2017/11/14,10:35:00,14115,14130,14110,14120,4002
2017/11/14,10:40:00,14115,14120,14095,14100,4162
2017/11/14,10:45:00,14100,14120,14095,14105,3328
2017/11/14,10:50:00,14105,14105,14070,14105,9774
2017/11/14,10:55:00,14105,14110,14080,14095,4508
2017/11/14,11:00:00,14095,14115,14090,14110,4310
2017/11/14,11:05:00,14110,14145,14100,14140,6000
2017/11/14,11:10:00,14135,14140,14125,14135,4806
2017/11/14,11:15:00,14135,14140,14120,14125,2334
2017/11/14,11:20:00,14125,14145,14125,14130,3608
2017/11/14,11:25:00,14130,14130,14110,14125,4456
2017/11/14,11:30:00,14125,14145,14120,14140,2514
2017/11/14,13:35:00,14145,14185,14145,14170,12106
2017/11/14,13:40:00,14180,14180,14160,14170,7486
2017/11/14,13:45:00,14170,14175,14145,14170,7796
2017/11/14,13:50:00,14170,14170,14135,14140,7312
2017/11/14,13:55:00,14140,14150,14140,14150,3724
2017/11/14,14:00:00,14150,14150,14120,14135,4476
2017/11/14,14:05:00,14130,14135,14120,14130,2316
2017/11/14,14:10:00,14130,14140,14125,14125,1702
2017/11/14,14:15:00,14125,14130,14100,14110,6170
2017/11/14,14:20:00,14115,14135,14105,14130,2934
2017/11/14,14:25:00,14130,14135,14110,14110,1336
2017/11/14,14:30:00,14110,14120,14100,14115,3734
2017/11/14,14:35:00,14120,14135,14115,14130,2910
2017/11/14,14:40:00,14135,14135,14105,14105,3110
2017/11/14,14:45:00,14105,14120,14090,14100,4264
2017/11/14,14:50:00,14105,14105,14090,14095,5784
2017/11/14,14:55:00,14090,14115,14085,14110,6726
2017/11/14,15:00:00,14105,14110,14090,14105,8976
2017/11/14,21:05:00,14105,14135,14100,14125,12524
2017/11/14,21:10:00,14120,14145,14120,14120,6296
2017/11/14,21:15:00,14120,14140,14115,14135,4522
2017/11/14,21:20:00,14135,14170,14130,14170,9708
2017/11/14,21:25:00,14170,14175,14160,14170,6364
2017/11/14,21:30:00,14165,14175,14155,14165,4272
2017/11/14,21:35:00,14170,14170,14140,14145,7664
2017/11/14,21:40:00,14140,14160,14135,14160,4160
2017/11/14,21:45:00,14160,14165,14150,14155,2090
2017/11/14,21:50:00,14155,14160,14150,14155,2704
2017/11/14,21:55:00,14160,14160,14120,14135,5368
2017/11/14,22:00:00,14135,14145,14130,14135,2300
2017/11/14,22:05:00,14140,14150,14130,14150,2208
2017/11/14,22:10:00,14150,14150,14130,14130,1994
2017/11/14,22:15:00,14130,14140,14130,14130,1636
2017/11/14,22:20:00,14130,14155,14120,14150,4216
2017/11/14,22:25:00,14150,14160,14145,14155,2786
2017/11/14,22:30:00,14155,14160,14145,14155,2050
2017/11/14,22:35:00,14155,14160,14135,14140,3204
2017/11/14,22:40:00,14140,14140,14085,14090,10844
2017/11/14,22:45:00,14095,14095,13925,13955,44446
2017/11/14,22:50:00,13960,13985,13930,13945,16664
2017/11/14,22:55:00,13945,13950,13410,13490,93302
2017/11/14,23:00:00,13490,13560,13380,13420,49964
2017/11/15,09:05:00,13430,13480,13365,13470,35134
2017/11/15,09:10:00,13470,13470,13425,13440,13300
2017/11/15,09:15:00,13445,13455,13425,13425,11002
2017/11/15,09:20:00,13430,13435,13345,13355,21280
2017/11/15,09:25:00,13350,13390,13325,13360,17068
2017/11/15,09:30:00,13355,13355,13220,13230,31732
2017/11/15,09:35:00,13235,13325,13220,13295,19108
2017/11/15,09:40:00,13295,13315,13275,13280,6690
2017/11/15,09:45:00,13275,13310,13265,13300,5020
2017/11/15,09:50:00,13295,13340,13275,13325,10480
2017/11/15,09:55:00,13320,13345,13310,13325,5184
2017/11/15,10:00:00,13320,13375,13305,13315,9628
2017/11/15,10:05:00,13315,13320,13290,13305,8190
2017/11/15,10:10:00,13305,13335,13300,13330,4144
2017/11/15,10:15:00,13330,13350,13320,13335,4746
2017/11/15,10:35:00,13330,13360,13330,13350,4106
2017/11/15,10:40:00,13350,13360,13325,13330,4750
2017/11/15,10:45:00,13325,13345,13320,13340,4368
2017/11/15,10:50:00,13340,13350,13325,13330,5206
2017/11/15,10:55:00,13335,13335,13305,13315,4546
2017/11/15,11:00:00,13315,13330,13310,13315,4698
2017/11/15,11:05:00,13310,13330,13295,13325,6924
2017/11/15,11:10:00,13325,13350,13320,13325,5668
2017/11/15,11:15:00,13320,13325,13280,13320,6684
2017/11/15,11:20:00,13320,13335,13315,13320,5408
2017/11/15,11:25:00,13315,13325,13305,13320,2626
2017/11/15,11:30:00,13315,13320,13285,13310,6604
2017/11/15,13:35:00,13320,13350,13305,13340,7894
2017/11/15,13:40:00,13340,13345,13310,13325,4010
2017/11/15,13:45:00,13330,13370,13320,13350,5712
2017/11/15,13:50:00,13350,13350,13315,13320,4944
2017/11/15,13:55:00,13320,13335,13290,13315,6584
2017/11/15,14:00:00,13320,13335,13305,13330,5038
2017/11/15,14:05:00,13330,13350,13325,13335,6698
2017/11/15,14:10:00,13335,13335,13325,13330,2560
2017/11/15,14:15:00,13325,13335,13320,13320,2888
2017/11/15,14:20:00,13320,13325,13285,13295,8102
2017/11/15,14:25:00,13300,13315,13285,13295,5212
2017/11/15,14:30:00,13295,13335,13270,13330,9792
2017/11/15,14:35:00,13330,13330,13310,13320,3590
2017/11/15,14:40:00,13320,13320,13275,13290,7518
2017/11/15,14:45:00,13295,13295,13265,13275,6718
2017/11/15,14:50:00,13275,13285,13255,13275,7184
2017/11/15,14:55:00,13275,13325,13245,13310,16888
2017/11/15,15:00:00,13310,13335,13260,13270,16616
2017/11/15,21:05:00,13285,13415,13285,13345,21402
2017/11/15,21:10:00,13345,13345,13315,13320,5938
2017/11/15,21:15:00,13320,13330,13310,13320,4310
2017/11/15,21:20:00,13315,13370,13315,13355,7714
2017/11/15,21:25:00,13355,13365,13345,13345,3892
2017/11/15,21:30:00,13350,13350,13330,13340,3964
2017/11/15,21:35:00,13335,13350,13330,13335,2938
2017/11/15,21:40:00,13335,13335,13325,13330,1994
2017/11/15,21:45:00,13330,13350,13325,13340,2894
2017/11/15,21:50:00,13345,13350,13330,13335,1756
2017/11/15,21:55:00,13340,13360,13340,13350,3838
2017/11/15,22:00:00,13350,13350,13320,13325,3862
2017/11/15,22:05:00,13330,13340,13320,13325,5980
2017/11/15,22:10:00,13330,13360,13275,13345,15902
2017/11/15,22:15:00,13345,13380,13340,13360,8572
2017/11/15,22:20:00,13360,13365,13345,13350,3190
2017/11/15,22:25:00,13355,13360,13350,13355,1322
2017/11/15,22:30:00,13355,13380,13335,13335,7322
2017/11/15,22:35:00,13335,13350,13335,13340,2016
2017/11/15,22:40:00,13340,13345,13300,13330,6738
2017/11/15,22:45:00,13330,13340,13320,13335,2152
2017/11/15,22:50:00,13330,13335,13310,13315,2992
2017/11/15,22:55:00,13315,13330,13315,13330,1484
2017/11/15,23:00:00,13325,13340,13315,13340,4248
2017/11/16,09:05:00,13345,13365,13330,13345,6496
2017/11/16,09:10:00,13345,13355,13335,13350,3854
2017/11/16,09:15:00,13345,13370,13345,13345,4368
2017/11/16,09:20:00,13345,13370,13340,13360,4134
2017/11/16,09:25:00,13365,13365,13350,13360,2026
2017/11/16,09:30:00,13360,13380,13350,13365,3824
2017/11/16,09:35:00,13365,13375,13350,13355,4654
2017/11/16,09:40:00,13355,13370,13350,13355,2294
2017/11/16,09:45:00,13350,13355,13320,13340,6828
2017/11/16,09:50:00,13340,13340,13325,13330,2706
2017/11/16,09:55:00,13335,13340,13325,13325,1640
2017/11/16,10:00:00,13325,13345,13320,13325,3598
2017/11/16,10:05:00,13325,13355,13310,13350,5670
2017/11/16,10:10:00,13345,13355,13335,13335,2080
2017/11/16,10:15:00,13340,13345,13330,13345,1322
2017/11/16,10:35:00,13345,13345,13325,13335,2252
2017/11/16,10:40:00,13330,13335,13325,13330,1610
2017/11/16,10:45:00,13335,13340,13325,13330,1032
2017/11/16,10:50:00,13335,13335,13260,13280,11200
2017/11/16,10:55:00,13285,13330,13280,13320,6224
2017/11/16,11:00:00,13320,13330,13305,13315,4102
2017/11/16,11:05:00,13320,13325,13300,13310,2636
2017/11/16,11:10:00,13310,13320,13300,13305,2158
2017/11/16,11:15:00,13305,13310,13290,13290,2478
2017/11/16,11:20:00,13290,13315,13250,13310,9516
2017/11/16,11:25:00,13315,13330,13305,13320,4224
2017/11/16,11:30:00,13315,13315,13290,13310,3270
2017/11/16,13:35:00,13300,13310,13220,13285,14326
2017/11/16,13:40:00,13290,13315,13285,13285,4282
2017/11/16,13:45:00,13285,13295,13275,13285,3338
2017/11/16,13:50:00,13285,13300,13280,13290,3026
2017/11/16,13:55:00,13290,13295,13265,13285,5118
2017/11/16,14:00:00,13290,13300,13275,13280,3570
2017/11/16,14:05:00,13275,13295,13270,13290,6818
2017/11/16,14:10:00,13290,13305,13280,13290,4788
2017/11/16,14:15:00,13295,13295,13280,13285,1800
2017/11/16,14:20:00,13285,13305,13275,13275,5070
2017/11/16,14:25:00,13275,13295,13270,13290,3516
2017/11/16,14:30:00,13285,13290,13255,13265,6508
