<Date>, <Time>, <Open>, <High>, <Low>, <Close>, <Volume>
2017/11/16,14:35:00,13270,13285,13265,13275,5560
2017/11/16,14:40:00,13280,13285,13265,13275,4380
2017/11/16,14:45:00,13270,13280,13255,13265,5876
2017/11/16,14:50:00,13265,13275,13255,13265,6804
2017/11/16,14:55:00,13265,13270,13195,13235,19954
2017/11/16,15:00:00,13235,13275,13225,13270,14880
2017/11/16,21:05:00,13325,13375,13315,13330,18476
2017/11/16,21:10:00,13330,13345,13315,13330,7314
2017/11/16,21:15:00,13330,13360,13325,13350,6534
2017/11/16,21:20:00,13350,13355,13335,13335,5560
2017/11/16,21:25:00,13335,13345,13335,13335,2148
2017/11/16,21:30:00,13335,13345,13330,13345,2224
2017/11/16,21:35:00,13345,13345,13335,13335,1980
2017/11/16,21:40:00,13340,13340,13330,13340,1514
2017/11/16,21:45:00,13340,13345,13320,13325,3764
2017/11/16,21:50:00,13330,13335,13315,13320,3950
2017/11/16,21:55:00,13320,13330,13320,13325,1166
2017/11/16,22:00:00,13325,13345,13325,13335,2902
2017/11/16,22:05:00,13340,13350,13335,13350,3040
2017/11/16,22:10:00,13350,13355,13335,13335,2930
2017/11/16,22:15:00,13340,13340,13330,13335,1364
2017/11/16,22:20:00,13335,13340,13335,13335,460
2017/11/16,22:25:00,13335,13350,13335,13345,2102
2017/11/16,22:30:00,13345,13345,13330,13335,1586
2017/11/16,22:35:00,13335,13340,13330,13330,1920
2017/11/16,22:40:00,13335,13340,13295,13295,8952
2017/11/16,22:45:00,13295,13320,13295,13310,4120
2017/11/16,22:50:00,13310,13320,13285,13315,6006
2017/11/16,22:55:00,13315,13325,13305,13315,2520
2017/11/16,23:00:00,13315,13330,13300,13325,5270
2017/11/17,09:05:00,13320,13320,13285,13290,6060
2017/11/17,09:10:00,13290,13315,13285,13305,4476
2017/11/17,09:15:00,13305,13305,13280,13290,4068
2017/11/17,09:20:00,13290,13300,13280,13285,3122
2017/11/17,09:25:00,13285,13295,13265,13280,5622
2017/11/17,09:30:00,13280,13300,13270,13290,2686
2017/11/17,09:35:00,13290,13295,13285,13295,1790
2017/11/17,09:40:00,13295,13300,13285,13285,1322
2017/11/17,09:45:00,13285,13305,13285,13305,2058
2017/11/17,09:50:00,13305,13305,13265,13265,7996
2017/11/17,09:55:00,13265,13290,13250,13285,7858
2017/11/17,10:00:00,13285,13290,13275,13280,3504
2017/11/17,10:05:00,13285,13310,13275,13305,4504
2017/11/17,10:10:00,13305,13330,13300,13315,7244
2017/11/17,10:15:00,13315,13325,13305,13325,3274
2017/11/17,10:35:00,13320,13365,13320,13340,12376
2017/11/17,10:40:00,13345,13355,13340,13350,3988
2017/11/17,10:45:00,13350,13400,13350,13355,12906
2017/11/17,10:50:00,13355,13375,13355,13360,6102
2017/11/17,10:55:00,13355,13360,13335,13340,4118
2017/11/17,11:00:00,13340,13360,13340,13355,3056
2017/11/17,11:05:00,13360,13360,13335,13350,3464
2017/11/17,11:10:00,13350,13350,13325,13340,3848
2017/11/17,11:15:00,13340,13355,13290,13295,7434
2017/11/17,11:20:00,13295,13305,13275,13285,8222
2017/11/17,11:25:00,13285,13305,13280,13295,5400
2017/11/17,11:30:00,13295,13355,13285,13350,7912
2017/11/17,13:35:00,13340,13350,13325,13330,5394
2017/11/17,13:40:00,13330,13345,13330,13335,3508
2017/11/17,13:45:00,13335,13345,13335,13335,1252
2017/11/17,13:50:00,13340,13340,13325,13325,1982
2017/11/17,13:55:00,13325,13330,13305,13315,3150
2017/11/17,14:00:00,13315,13325,13310,13315,2320
2017/11/17,14:05:00,13315,13315,13285,13300,5362
2017/11/17,14:10:00,13295,13320,13290,13305,2958
2017/11/17,14:15:00,13310,13315,13295,13315,2106
2017/11/17,14:20:00,13310,13320,13305,13305,1612
2017/11/17,14:25:00,13305,13310,13300,13305,1254
2017/11/17,14:30:00,13305,13320,13305,13320,1736
2017/11/17,14:35:00,13320,13340,13305,13305,4874
2017/11/17,14:40:00,13310,13315,13290,13305,5286
2017/11/17,14:45:00,13305,13310,13290,13290,3008
2017/11/17,14:50:00,13295,13305,13280,13290,5194
2017/11/17,14:55:00,13290,13295,13265,13285,7808
2017/11/17,15:00:00,13285,13300,13275,13295,7562
2017/11/17,21:05:00,13315,13330,13290,13320,8626
2017/11/17,21:10:00,13320,13330,13205,13315,26018
2017/11/17,21:15:00,13320,13320,13290,13300,5238
2017/11/17,21:20:00,13305,13310,13290,13295,2474
2017/11/17,21:25:00,13295,13295,13260,13280,7722
2017/11/17,21:30:00,13280,13300,13275,13295,4332
2017/11/17,21:35:00,13295,13300,13280,13290,1812
2017/11/17,21:40:00,13290,13295,13280,13285,1330
2017/11/17,21:45:00,13280,13285,13235,13250,7686
2017/11/17,21:50:00,13245,13260,13240,13250,6398
2017/11/17,21:55:00,13255,13265,13250,13260,1958
2017/11/17,22:00:00,13255,13275,13235,13275,5022
2017/11/17,22:05:00,13275,13325,13265,13290,9290
2017/11/17,22:10:00,13290,13305,13280,13295,3656
2017/11/17,22:15:00,13290,13325,13290,13320,5524
2017/11/17,22:20:00,13325,13325,13300,13310,4188
2017/11/17,22:25:00,13310,13310,13290,13305,2926
2017/11/17,22:30:00,13305,13310,13295,13305,1368
2017/11/17,22:35:00,13310,13310,13295,13300,1496
2017/11/17,22:40:00,13295,13315,13295,13315,1358
2017/11/17,22:45:00,13315,13340,13310,13330,8234
2017/11/17,22:50:00,13325,13335,13305,13305,2710
2017/11/17,22:55:00,13305,13325,13305,13310,2488
2017/11/17,23:00:00,13315,13330,13310,13315,4714
2017/11/20,09:05:00,13325,13445,13320,13385,29250
2017/11/20,09:10:00,13385,13400,13365,13380,9054
2017/11/20,09:15:00,13380,13385,13340,13360,8534
2017/11/20,09:20:00,13355,13370,13320,13340,8284
2017/11/20,09:25:00,13340,13350,13330,13330,3888
2017/11/20,09:30:00,13335,13345,13320,13325,6150
2017/11/20,09:35:00,13330,13330,13300,13310,8668
2017/11/20,09:40:00,13310,13315,13300,13305,4180
2017/11/20,09:45:00,13305,13315,13270,13280,9028
2017/11/20,09:50:00,13280,13295,13275,13285,4684
2017/11/20,09:55:00,13290,13295,13280,13295,3186
2017/11/20,10:00:00,13290,13305,13285,13290,4402
2017/11/20,10:05:00,13295,13310,13290,13295,4014
2017/11/20,10:10:00,13300,13305,13290,13300,1536
2017/11/20,10:15:00,13295,13315,13295,13315,2862
2017/11/20,10:35:00,13305,13320,13295,13305,4782
2017/11/20,10:40:00,13300,13305,13280,13285,4402
2017/11/20,10:45:00,13285,13300,13280,13295,2250
2017/11/20,10:50:00,13300,13305,13290,13300,2022
2017/11/20,10:55:00,13300,13340,13290,13335,5612
2017/11/20,11:00:00,13335,13335,13315,13320,3102
2017/11/20,11:05:00,13325,13325,13310,13315,1938
2017/11/20,11:10:00,13315,13325,13310,13320,1634
2017/11/20,11:15:00,13320,13320,13295,13295,2462
2017/11/20,11:20:00,13300,13325,13295,13320,2814
2017/11/20,11:25:00,13320,13340,13315,13340,4864
2017/11/20,11:30:00,13340,13350,13330,13340,4378
2017/11/20,13:35:00,13340,13350,13320,13340,4112
2017/11/20,13:40:00,13340,13345,13330,13335,2178
2017/11/20,13:45:00,13340,13350,13330,13335,2126
2017/11/20,13:50:00,13335,13345,13330,13340,1510
2017/11/20,13:55:00,13340,13365,13340,13345,4574
2017/11/20,14:00:00,13345,13370,13345,13355,3210
2017/11/20,14:05:00,13355,13360,13330,13335,3852
2017/11/20,14:10:00,13335,13345,13330,13335,1096
2017/11/20,14:15:00,13335,13360,13335,13355,3432
2017/11/20,14:20:00,13355,13360,13345,13350,2092
2017/11/20,14:25:00,13350,13360,13320,13320,6396
2017/11/20,14:30:00,13325,13350,13325,13345,4534
2017/11/20,14:35:00,13340,13350,13340,13350,1954
2017/11/20,14:40:00,13350,13370,13335,13335,5144
2017/11/20,14:45:00,13335,13360,13330,13355,2954
2017/11/20,14:50:00,13355,13360,13340,13345,2508
2017/11/20,14:55:00,13350,13365,13350,13355,4718
2017/11/20,15:00:00,13350,13395,13350,13385,11228
2017/11/20,21:05:00,13400,13400,13360,13375,10770
2017/11/20,21:10:00,13375,13390,13360,13370,6228
2017/11/20,21:15:00,13370,13380,13360,13370,3834
2017/11/20,21:20:00,13370,13375,13350,13355,4784
2017/11/20,21:25:00,13355,13365,13355,13355,2804
2017/11/20,21:30:00,13355,13360,13340,13340,4832
2017/11/20,21:35:00,13340,13355,13340,13345,2020
2017/11/20,21:40:00,13350,13370,13345,13370,3796
2017/11/20,21:45:00,13370,13370,13355,13365,1986
2017/11/20,21:50:00,13360,13375,13360,13370,2694
2017/11/20,21:55:00,13365,13370,12865,12975,70092
2017/11/20,22:00:00,12975,12985,12870,12895,41086
2017/11/20,22:05:00,12900,13185,12890,13130,50350
2017/11/20,22:10:00,13135,13160,13105,13135,15358
2017/11/20,22:15:00,13135,13155,13060,13085,13964
2017/11/20,22:20:00,13085,13240,13080,13210,25972
2017/11/20,22:25:00,13210,13260,13195,13220,11102
2017/11/20,22:30:00,13220,13230,13200,13230,4948
2017/11/20,22:35:00,13225,13270,13210,13245,9570
2017/11/20,22:40:00,13250,13285,13235,13240,8002
2017/11/20,22:45:00,13240,13265,13230,13245,3878
2017/11/20,22:50:00,13245,13335,13240,13330,17020
2017/11/20,22:55:00,13330,13360,13320,13340,14848
2017/11/20,23:00:00,13345,13345,13285,13295,11416
2017/11/21,09:05:00,13295,13345,13285,13295,11654
2017/11/21,09:10:00,13295,13320,13295,13320,4080
2017/11/21,09:15:00,13315,13330,13295,13300,6894
2017/11/21,09:20:00,13300,13320,13295,13305,5902
2017/11/21,09:25:00,13305,13315,13295,13305,4856
2017/11/21,09:30:00,13305,13330,13300,13325,4934
2017/11/21,09:35:00,13320,13325,13315,13325,3650
2017/11/21,09:40:00,13320,13340,13320,13325,3360
2017/11/21,09:45:00,13325,13335,13320,13330,2408
2017/11/21,09:50:00,13325,13335,13315,13320,3996
2017/11/21,09:55:00,13315,13320,13305,13305,1742
2017/11/21,10:00:00,13305,13335,13300,13325,6078
2017/11/21,10:05:00,13320,13335,13320,13320,2572
2017/11/21,10:10:00,13325,13330,13320,13325,1160
2017/11/21,10:15:00,13325,13330,13310,13315,2394
2017/11/21,10:35:00,13305,13330,13305,13320,1540
2017/11/21,10:40:00,13325,13330,13315,13320,1214
2017/11/21,10:45:00,13320,13320,13250,13280,9826
2017/11/21,10:50:00,13280,13300,13275,13285,3562
2017/11/21,10:55:00,13280,13290,13265,13280,3006
2017/11/21,11:00:00,13280,13290,13275,13290,2570
2017/11/21,11:05:00,13285,13290,13225,13225,11278
2017/11/21,11:10:00,13235,13250,13220,13245,5080
2017/11/21,11:15:00,13245,13265,13235,13255,2778
2017/11/21,11:20:00,13255,13265,13220,13235,6050
2017/11/21,11:25:00,13235,13275,13235,13265,4960
2017/11/21,11:30:00,13270,13295,13255,13275,5652
2017/11/21,13:35:00,13260,13275,13240,13260,5456
2017/11/21,13:40:00,13260,13285,13250,13280,5056
2017/11/21,13:45:00,13280,13290,13275,13285,2250
2017/11/21,13:50:00,13280,13310,13275,13310,3184
2017/11/21,13:55:00,13310,13460,13310,13370,40742
2017/11/21,14:00:00,13375,13395,13365,13370,8896
2017/11/21,14:05:00,13365,13370,13330,13365,8094
2017/11/21,14:10:00,13360,13370,13340,13345,3394
2017/11/21,14:15:00,13345,13345,13315,13330,8208
2017/11/21,14:20:00,13330,13350,13325,13345,2938
2017/11/21,14:25:00,13345,13365,13340,13365,3374
2017/11/21,14:30:00,13360,13365,13340,13345,2708
2017/11/21,14:35:00,13345,13355,13330,13350,2158
2017/11/21,14:40:00,13350,13355,13320,13325,2486
2017/11/21,14:45:00,13330,13350,13325,13345,2640
2017/11/21,14:50:00,13340,13350,13335,13335,1924
2017/11/21,14:55:00,13340,13360,13335,13335,4808
2017/11/21,15:00:00,13335,13345,13300,13335,10496
2017/11/21,21:05:00,13365,13395,13350,13370,11926
2017/11/21,21:10:00,13375,13410,13355,13395,9400
2017/11/21,21:15:00,13400,13405,13375,13385,6426
2017/11/21,21:20:00,13385,13390,13355,13370,6292
2017/11/21,21:25:00,13375,13395,13365,13375,3844
2017/11/21,21:30:00,13370,13380,13350,13375,5160
2017/11/21,21:35:00,13375,13375,13355,13365,2958
2017/11/21,21:40:00,13365,13375,13365,13370,1684
2017/11/21,21:45:00,13370,13370,13325,13360,6412
2017/11/21,21:50:00,13365,13365,13340,13360,3696
2017/11/21,21:55:00,13355,13360,13345,13350,2356
2017/11/21,22:00:00,13350,13380,13335,13335,5736
2017/11/21,22:05:00,13335,13360,13335,13360,5652
2017/11/21,22:10:00,13360,13365,13340,13345,2852
2017/11/21,22:15:00,13345,13350,13300,13320,8164
2017/11/21,22:20:00,13320,13370,13320,13345,7610
2017/11/21,22:25:00,13350,13355,13340,13355,1982
2017/11/21,22:30:00,13355,13365,13340,13360,2980
2017/11/21,22:35:00,13360,13365,13340,13345,2792
2017/11/21,22:40:00,13345,13355,13345,13350,1500
2017/11/21,22:45:00,13345,13360,13345,13355,1846
2017/11/21,22:50:00,13350,13380,13350,13365,3672
2017/11/21,22:55:00,13360,13370,13355,13370,2020
2017/11/21,23:00:00,13370,13380,13350,13360,3840
2017/11/22,09:05:00,13365,13430,13365,13395,16974
2017/11/22,09:10:00,13390,13420,13390,13405,6038
2017/11/22,09:15:00,13400,13405,13390,13395,3192
2017/11/22,09:20:00,13390,13425,13390,13410,5610
2017/11/22,09:25:00,13405,13410,13380,13390,3834
2017/11/22,09:30:00,13390,13410,13385,13390,3390
2017/11/22,09:35:00,13390,13395,13380,13390,2672
2017/11/22,09:40:00,13395,13410,13385,13400,3106
2017/11/22,09:45:00,13400,13455,13400,13445,10690
2017/11/22,09:50:00,13445,13450,13410,13435,7286
2017/11/22,09:55:00,13430,13430,13380,13385,8774
2017/11/22,10:00:00,13390,13400,13380,13385,3056
2017/11/22,10:05:00,13385,13405,13385,13395,4808
2017/11/22,10:10:00,13390,13395,13350,13375,7054
2017/11/22,10:15:00,13375,13380,13360,13360,3728
2017/11/22,10:35:00,13360,13365,13275,13300,14386
2017/11/22,10:40:00,13295,13345,13295,13340,8450
2017/11/22,10:45:00,13340,13360,13335,13340,5004
2017/11/22,10:50:00,13340,13350,13330,13335,4410
2017/11/22,10:55:00,13330,13335,13305,13325,6748
2017/11/22,11:00:00,13325,13345,13320,13345,4062
2017/11/22,11:05:00,13345,13350,13330,13335,2874
2017/11/22,11:10:00,13335,13350,13325,13340,3128
2017/11/22,11:15:00,13340,13380,13340,13365,5538
2017/11/22,11:20:00,13365,13370,13355,13355,3252
2017/11/22,11:25:00,13360,13375,13355,13370,2892
2017/11/22,11:30:00,13370,13375,13350,13360,2882
2017/11/22,13:35:00,13360,13370,13340,13345,2660
2017/11/22,13:40:00,13350,13365,13345,13360,3764
2017/11/22,13:45:00,13360,13360,13340,13355,3942
2017/11/22,13:50:00,13350,13355,13340,13350,2970
2017/11/22,13:55:00,13355,13370,13345,13360,3220
2017/11/22,14:00:00,13360,13365,13335,13345,2800
2017/11/22,14:05:00,13345,13360,13340,13350,2260
2017/11/22,14:10:00,13350,13355,13335,13335,1920
2017/11/22,14:15:00,13335,13365,13335,13350,3416
2017/11/22,14:20:00,13350,13350,13340,13350,1678
2017/11/22,14:25:00,13350,13360,13345,13355,1048
2017/11/22,14:30:00,13355,13375,13350,13360,5236
2017/11/22,14:35:00,13360,13400,13355,13380,6564
2017/11/22,14:40:00,13380,13400,13380,13395,4040
2017/11/22,14:45:00,13395,13405,13385,13400,4410
2017/11/22,14:50:00,13400,13400,13380,13390,3640
2017/11/22,14:55:00,13390,13405,13380,13385,5552
2017/11/22,15:00:00,13390,13400,13375,13390,6872
2017/11/22,21:05:00,13420,13420,13390,13400,10124
2017/11/22,21:10:00,13400,13405,13385,13395,3726
2017/11/22,21:15:00,13395,13395,13365,13390,4380
2017/11/22,21:20:00,13390,13395,13380,13395,1810
2017/11/22,21:25:00,13395,13425,13390,13410,6468
2017/11/22,21:30:00,13410,13490,13395,13490,12254
2017/11/22,21:35:00,13495,13615,13495,13570,45690
2017/11/22,21:40:00,13575,13580,13555,13565,11088
2017/11/22,21:45:00,13565,13585,13560,13580,8082
2017/11/22,21:50:00,13580,13680,13580,13660,24296
2017/11/22,21:55:00,13665,13775,13665,13720,34140
2017/11/22,22:00:00,13720,13745,13695,13720,12642
2017/11/22,22:05:00,13720,13735,13675,13695,12578
2017/11/22,22:10:00,13690,13715,13690,13710,4700
2017/11/22,22:15:00,13715,13720,13685,13710,4206
2017/11/22,22:20:00,13710,13730,13700,13700,5472
2017/11/22,22:25:00,13700,13775,13695,13720,11576
2017/11/22,22:30:00,13720,13755,13700,13755,7496
2017/11/22,22:35:00,13750,13790,13730,13760,13802
2017/11/22,22:40:00,13765,13785,13745,13770,7118
2017/11/22,22:45:00,13765,13800,13750,13755,12464
2017/11/22,22:50:00,13755,13785,13755,13765,4476
2017/11/22,22:55:00,13765,13775,13725,13745,7408
2017/11/22,23:00:00,13740,13775,13740,13765,7800
2017/11/23,09:05:00,13765,13775,13730,13770,11178
2017/11/23,09:10:00,13775,13780,13740,13750,8846
2017/11/23,09:15:00,13745,13750,13720,13740,6644
2017/11/23,09:20:00,13735,13760,13725,13755,4676
2017/11/23,09:25:00,13755,13770,13750,13755,4672
2017/11/23,09:30:00,13755,13800,13755,13785,6408
2017/11/23,09:35:00,13780,13825,13760,13810,14162
2017/11/23,09:40:00,13805,13825,13785,13790,6872
2017/11/23,09:45:00,13790,13800,13785,13795,3592
2017/11/23,09:50:00,13795,13805,13780,13785,4004
2017/11/23,09:55:00,13785,13815,13785,13805,2718
2017/11/23,10:00:00,13805,13820,13770,13775,6246
2017/11/23,10:05:00,13775,13785,13740,13740,6240
2017/11/23,10:10:00,13745,13770,13740,13765,4354
2017/11/23,10:15:00,13760,13765,13710,13740,6790
2017/11/23,10:35:00,13740,13775,13740,13765,4732
2017/11/23,10:40:00,13765,13765,13740,13750,2604
2017/11/23,10:45:00,13755,13775,13750,13770,1666
2017/11/23,10:50:00,13775,13785,13760,13775,2888
2017/11/23,10:55:00,13780,13780,13760,13760,1768
2017/11/23,11:00:00,13760,13775,13755,13765,1234
2017/11/23,11:05:00,13770,13780,13765,13765,1656
2017/11/23,11:10:00,13765,13765,13750,13760,3776
2017/11/23,11:15:00,13760,13775,13760,13770,1458
2017/11/23,11:20:00,13770,13775,13720,13735,7554
2017/11/23,11:25:00,13735,13770,13725,13765,5802
2017/11/23,11:30:00,13770,13780,13760,13765,3952
2017/11/23,13:35:00,13770,13770,13710,13720,9572
2017/11/23,13:40:00,13725,13745,13705,13705,6476
2017/11/23,13:45:00,13705,13725,13690,13710,8716
2017/11/23,13:50:00,13705,13735,13705,13730,4524
2017/11/23,13:55:00,13735,13735,13715,13730,2548
2017/11/23,14:00:00,13730,13730,13710,13725,2832
2017/11/23,14:05:00,13725,13755,13720,13740,4536
2017/11/23,14:10:00,13735,13745,13725,13735,1630
2017/11/23,14:15:00,13735,13755,13720,13755,3280
2017/11/23,14:20:00,13755,13755,13735,13740,2246
2017/11/23,14:25:00,13740,13740,13725,13730,1840
2017/11/23,14:30:00,13730,13755,13730,13750,2328
2017/11/23,14:35:00,13750,13750,13740,13745,1804
2017/11/23,14:40:00,13745,13745,13725,13735,2776
2017/11/23,14:45:00,13730,13740,13725,13725,1808
2017/11/23,14:50:00,13725,13725,13645,13650,18202
2017/11/23,14:55:00,13650,13665,13620,13655,14210
2017/11/23,15:00:00,13650,13730,13640,13725,14732
2017/11/23,21:05:00,13725,13730,13690,13705,11946
2017/11/23,21:10:00,13700,13700,13655,13690,9016
2017/11/23,21:15:00,13690,13720,13685,13710,6090
2017/11/23,21:20:00,13710,13710,13690,13710,3612
2017/11/23,21:25:00,13705,13775,13705,13770,12048
2017/11/23,21:30:00,13770,13790,13750,13790,6676
2017/11/23,21:35:00,13790,13850,13780,13785,16852
2017/11/23,21:40:00,13790,13790,13690,13740,17614
2017/11/23,21:45:00,13745,13745,13725,13745,4786
2017/11/23,21:50:00,13745,13750,13735,13740,3046
2017/11/23,21:55:00,13740,13745,13730,13735,1418
2017/11/23,22:00:00,13730,13760,13730,13760,2730
2017/11/23,22:05:00,13760,13770,13745,13755,3488
2017/11/23,22:10:00,13750,13770,13745,13760,2270
2017/11/23,22:15:00,13760,13780,13750,13775,4054
2017/11/23,22:20:00,13780,13785,13765,13770,3054
2017/11/23,22:25:00,13770,13785,13765,13770,2128
2017/11/23,22:30:00,13770,13780,13740,13755,3728
2017/11/23,22:35:00,13755,13815,13755,13785,7382
2017/11/23,22:40:00,13785,13795,13775,13785,2404
2017/11/23,22:45:00,13790,13810,13780,13790,2616
2017/11/23,22:50:00,13790,13790,13775,13775,1942
2017/11/23,22:55:00,13775,13790,13775,13790,1434
2017/11/23,23:00:00,13785,13795,13750,13760,4308
2017/11/24,09:05:00,13760,13895,13760,13860,25992
2017/11/24,09:10:00,13860,13865,13845,13860,7598
2017/11/24,09:15:00,13855,13890,13855,13860,6968
2017/11/24,09:20:00,13860,13860,13830,13855,7580
2017/11/24,09:25:00,13860,13865,13845,13855,4664
2017/11/24,09:30:00,13855,13860,13825,13830,4924
2017/11/24,09:35:00,13830,13850,13825,13840,4752
2017/11/24,09:40:00,13835,13840,13820,13835,3366
2017/11/24,09:45:00,13835,13845,13825,13835,3818
2017/11/24,09:50:00,13840,13845,13830,13840,2284
2017/11/24,09:55:00,13840,13850,13830,13845,2662
2017/11/24,10:00:00,13850,13855,13840,13855,3116
2017/11/24,10:05:00,13855,13875,13840,13845,4780
2017/11/24,10:10:00,13845,13855,13840,13855,1288
2017/11/24,10:15:00,13855,13885,13850,13870,4102
2017/11/24,10:35:00,13875,13915,13850,13860,10772
2017/11/24,10:40:00,13855,13855,13685,13765,26502
2017/11/24,10:45:00,13765,13810,13750,13800,10194
2017/11/24,10:50:00,13800,13805,13785,13800,4690
2017/11/24,10:55:00,13800,13815,13790,13790,4752
2017/11/24,11:00:00,13795,13815,13790,13805,3912
2017/11/24,11:05:00,13805,13815,13795,13800,2622
2017/11/24,11:10:00,13800,13815,13800,13810,3346
2017/11/24,11:15:00,13810,13815,13785,13795,5136
2017/11/24,11:20:00,13790,13800,13785,13800,2820
2017/11/24,11:25:00,13795,13810,13780,13785,3168
2017/11/24,11:30:00,13780,13850,13775,13845,8578
2017/11/24,13:35:00,13845,13855,13830,13835,3840
